start,end,date,lat,long,districts,wards,communities,grid,road_available,road_type/paved,road_type/gravel,road_type/dirt,road_type/other,road_type/na_dn,road_type/none,signal,water_point_condition,water_source_type,water_connected,water_lift_mechanism,water_lift_mechanism_type,water_mechanism_plate,water_developer,water_manager,water_pay,water_functioning,water_not_functioning/missing_parts,water_not_functioning/lift_broken,water_not_functioning/kiosk_broken,water_not_functioning/poor_water,water_not_functioning/water_source_dry,water_not_functioning/under_construction,water_not_functioning/improperly_constr,water_not_functioning/na_dn,water_not_functioning/other,water_not_functioning/none,water_not_functioning_other,other_point_1km,water_used_season,animal_point,animal_number
2012-02-12T11:19:15.626Z,2012-02-12T11:23:47.900Z,2012-02-12,8.2929822,-3.73660364,northern,kidal,djenne,grid_further_500_m,yes,False,True,False,True,False,False,low,broken,borehole,no,yes,manual_power,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-12T11:08:02.033Z,2012-02-12T11:19:05.830Z,2012-02-12,8.29272914,-3.73682119,northern,kidal,djenne,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,manual_power,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-02-12T11:38:32.817Z,2012-02-12T11:46:52.222Z,2012-02-12,8.30053642,-3.7346548,northern,kidal,djenne,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,na_dn,other,no,no,n/a,n/a,other',na_dn,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,more_500
2012-02-12T13:46:58.339Z,2012-02-12T13:50:34.046Z,2012-02-12,8.27361847,-3.6406931,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-12T14:06:58.798Z,2012-02-12T14:09:44.538Z,2012-02-12,8.27309456,-3.64103453,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T14:18:18.013Z,2012-02-12T14:23:28.516Z,2012-02-12,8.27415376,-3.64192006,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T13:44:58.568Z,2012-02-12T13:47:49.749Z,2012-02-12,8.27454852,-3.64274265,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T13:41:24.265Z,2012-02-12T13:48:30.266Z,2012-02-12,8.27490921,-3.64220859,northern,kidal,tombouctou,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-12T13:55:54.263Z,2012-02-12T13:58:17.312Z,2012-02-12,8.27330581,-3.64243977,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,abandoned,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,cannot_determine,no,n/a
2012-02-12T13:58:25.545Z,2012-02-12T14:01:23.599Z,2012-02-12,8.27349741,-3.64181772,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T13:51:36.798Z,2012-02-12T13:54:10.712Z,2012-02-12,8.27276702,-3.64351243,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T14:01:31.051Z,2012-02-12T14:04:27.046Z,2012-02-12,8.27294799,-3.64165427,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,year_round,no,n/a
2012-02-12T13:50:41.482Z,2012-02-12T13:53:26.498Z,2012-02-12,8.27336012,-3.64020151,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,yes,50_to_500
2012-02-12T13:58:27.815Z,2012-02-12T14:04:13.326Z,2012-02-12,8.27383164,-3.63824278,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,high,broken,borehole,no,yes,hand_pump,no,local_autority,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,no,cannot_determine,yes,50_to_500
2012-02-12T14:07:33.918Z,2012-02-12T14:11:53.454Z,2012-02-12,8.27502439,-3.64010052,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,high,broken,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,yes,50_to_500
2012-02-12T13:53:39.421Z,2012-02-12T13:57:26.746Z,2012-02-12,8.27291362,-3.64010125,northern,kidal,tombouctou,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,manual_power,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,yes,50_to_500
2012-02-13T13:43:46.156Z,2012-02-13T13:50:39.583Z,2012-02-13,8.25063958,-4.10085491,upper_east,gao,markala,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T13:26:33.893Z,2012-02-13T13:32:02.114Z,2012-02-13,8.2424288,-4.09861327,upper_east,gao,markala,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,protected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:35:49.079Z,2012-02-13T13:40:45.170Z,2012-02-13,8.24835614,-4.10214567,upper_east,gao,markala,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T14:00:25.514Z,2012-02-13T14:04:29.910Z,2012-02-13,8.24840796,-4.09283706,upper_east,gao,markala,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T13:18:34.653Z,2012-02-13T13:21:57.700Z,2012-02-13,8.24269169,-4.1053719,upper_east,gao,markala,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,no,n/a,n/a,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-13T11:35:51.527Z,2012-02-14T08:42:13.882Z,2012-02-13,8.2215317,-4.1583139,upper_east,gao,markala,grid_further_500_m,yes,False,False,True,False,False,False,high,broken,borehole,no,yes,manual_power,no,international,community,no,no,True,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-14T16:31:38.926Z,2012-02-14T16:37:48.049Z,2012-02-14,8.14715226,-4.03128832,upper_east,gao,fani,grid_further_500_m,yes,False,True,True,False,False,False,low,functioning,protected_well,no,yes,manual_power,no,private,individual,no,no,False,False,False,True,True,False,False,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-14T16:51:49.508Z,2012-02-14T16:55:37.263Z,2012-02-14,8.14136929,-4.04304558,upper_east,gao,fani,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,True,True,False,False,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-14T14:25:13.263Z,2012-02-14T14:30:23.487Z,2012-02-14,8.30301179,-4.08003025,upper_east,gao,bla,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-14T14:34:00.920Z,2012-02-14T14:37:23.869Z,2012-02-14,8.29946092,-4.07699419,upper_east,gao,bla,grid_further_500_m,yes,False,False,True,False,False,False,low,under_construction,borehole,na_dn,na_dn,n/a,n/a,international,na_dn,na_dn,no,False,False,False,False,False,True,False,False,False,False,n/a,no,cannot_determine,na_dn,n/a
2012-02-14T14:41:24.081Z,2012-02-14T14:45:07.703Z,2012-02-14,8.30072442,-4.07080869,upper_east,gao,bla,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-14T16:28:30.910Z,2012-02-14T16:33:23.153Z,2012-02-14,8.28328355,-4.09053297,upper_east,gao,sanando,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-02-14T16:26:24.398Z,2012-02-14T16:28:14.661Z,2012-02-14,8.28476067,-4.09086046,upper_east,gao,sanando,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-14T16:22:12.645Z,2012-02-14T16:26:01.027Z,2012-02-14,8.28474774,-4.09068059,upper_east,gao,sanando,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-14T17:12:30.580Z,2012-02-14T17:16:14.723Z,2012-02-14,8.14274233,-4.06070546,upper_east,gao,sanando,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,more_500
2012-02-14T15:15:30.593Z,2012-02-14T15:20:13.506Z,2012-02-14,8.14386392,-4.04403504,upper_east,gao,fadagou,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,public,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,another_pattern,yes,50_to_500
2012-02-14T14:48:53.609Z,2012-02-14T14:55:16.136Z,2012-02-14,8.14249577,-4.04678337,upper_east,gao,fadagou,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,dam_dugout,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,True,False,False,False,n/a,no,another_pattern,yes,50_to_500
2012-02-14T14:57:03.791Z,2012-02-14T14:59:42.981Z,2012-02-14,8.14356038,-4.04657126,upper_east,gao,fadagou,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,abandoned,borehole,no,yes,hand_pump,no,local_autority,community,no,no,False,True,False,True,True,False,False,False,False,False,n/a,no,cannot_determine,no,n/a
2012-02-14T14:43:39.688Z,2012-02-14T14:48:39.300Z,2012-02-14,8.14418746,-4.04799903,upper_east,gao,fadagou,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,protected_well,no,yes,hand_pump,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,another_pattern,no,n/a
2012-02-14T17:04:57.878Z,2012-02-14T17:07:25.301Z,2012-02-14,8.14467641,-4.04973684,upper_east,gao,fadagou,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,unprotected_well,no,yes,manual_power,no,community,community,no,no,False,False,False,True,True,False,False,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-14T13:29:34.504Z,2012-02-14T13:33:13.006Z,2012-02-14,8.31264463,-4.08229842,upper_east,gao,thies,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,protected_well,no,yes,hand_pump,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-14T13:40:08.913Z,2012-02-14T13:43:37.387Z,2012-02-14,8.31338507,-4.09789991,upper_east,gao,thies,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,protected_well,no,yes,hand_pump,no,international,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-02-14T13:22:47.370Z,2012-02-14T13:26:18.959Z,2012-02-14,8.30868725,-4.08604691,upper_east,gao,thies,connected_to_grid,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T13:14:22.582Z,2012-02-14T13:19:10.066Z,2012-02-14,8.31031225,-4.10159938,upper_east,gao,thies,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,manual_power,no,private,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-14T12:38:00.112Z,2012-02-14T12:43:25.574Z,2012-02-14,8.29913618,-4.10241116,upper_east,gao,djadoum,grid_within_500_m,yes,False,True,True,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,yes,10_to_50
2012-02-13T13:30:28.450Z,2012-02-13T13:37:08.538Z,2012-02-13,8.28015603,-4.0521124,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:47:02.424Z,2012-02-13T13:50:57.879Z,2012-02-13,8.27638063,-4.06356184,upper_east,gao,bondo,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,broken,borehole,no,yes,hand_pump,no,local_autority,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-13T13:37:31.621Z,2012-02-13T13:40:11.471Z,2012-02-13,8.28022462,-4.05180984,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,high,broken,dam_dugout,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T14:54:43.467Z,2012-02-13T14:57:09.050Z,2012-02-13,8.2761278,-4.05945403,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T14:59:58.460Z,2012-02-13T15:03:23.242Z,2012-02-13,8.27530304,-4.05930785,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,dam_dugout,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T13:21:41.357Z,2012-02-13T13:30:21.663Z,2012-02-13,8.2760684,-4.05443887,upper_east,gao,bondo,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T14:48:58.199Z,2012-02-13T14:52:39.577Z,2012-02-13,8.2777067,-4.06147675,upper_east,gao,bondo,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T12:55:36.030Z,2012-02-13T13:00:43.897Z,2012-02-13,8.27161631,-4.06343494,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,broken,borehole,no,yes,hand_pump,no,individual,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,yes,50_to_500
2012-02-13T13:00:52.526Z,2012-02-13T13:03:31.253Z,2012-02-13,8.271615,-4.06327585,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:14:38.108Z,2012-02-13T13:21:20.784Z,2012-02-13,8.27150241,-4.05071802,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:54:39.085Z,2012-02-13T13:58:45.642Z,2012-02-13,8.27418706,-4.06813999,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T13:07:45.608Z,2012-02-13T13:13:29.369Z,2012-02-13,8.26966964,-4.05679262,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:03:40.095Z,2012-02-13T13:06:16.444Z,2012-02-13,8.27164254,-4.06283432,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,protected_well,no,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T15:27:15.360Z,2012-02-13T15:31:28.006Z,2012-02-13,8.29641481,-3.99901812,upper_east,gao,other,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T14:41:56.156Z,2012-02-13T14:46:31.448Z,2012-02-13,8.26813994,-4.01636331,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,no,n/a
2012-02-15T14:11:24.789Z,2012-02-15T14:14:45.925Z,2012-02-15,8.39138906,-3.99229975,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-01-29T06:48:31.354Z,2012-01-29T06:57:11.917Z,2012-01-29,#VALUE!,#VALUE!,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,state_government,local_autority,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:43:21.272Z,2012-01-28T13:49:15.921Z,2012-01-28,8.27161005,-4.10697032,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,private,private,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T13:36:53.984Z,2012-01-28T13:39:48.244Z,2012-01-28,8.27126413,-4.10695784,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:20:50.445Z,2012-01-28T13:24:20.255Z,2012-01-28,8.27049369,-4.10825355,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:13:45.465Z,2012-01-28T13:16:53.818Z,2012-01-28,8.26890637,-4.10830906,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:30:20.803Z,2012-01-28T13:33:04.406Z,2012-01-28,8.26924998,-4.10720208,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T12:53:41.742Z,2012-01-28T12:57:23.139Z,2012-01-28,8.2643031,-4.11856624,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,newly_constructed,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T12:14:59.407Z,2012-01-28T12:18:04.625Z,2012-01-28,8.27453506,-4.10678215,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T12:08:57.291Z,2012-01-28T12:12:37.221Z,2012-01-28,8.2759703,-4.1102696,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T11:59:52.478Z,2012-01-28T12:03:06.547Z,2012-01-28,8.27186815,-4.11083292,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T11:29:12.820Z,2012-01-28T11:51:50.694Z,2012-01-28,8.27475522,-4.11570292,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,state_government,local_autority,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T11:21:58.673Z,2012-01-28T11:28:01.760Z,2012-01-28,8.27517315,-4.11642775,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,broken,borehole,no,yes,hand_pump,no,state_government,community,no,no,False,False,False,False,False,False,False,True,False,False,n/a,yes,cannot_determine,na_dn,n/a
2012-01-28T13:04:59.829Z,2012-01-28T13:09:47.859Z,2012-01-28,8.26268896,-4.11549605,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-01-28T13:01:18.433Z,2012-01-28T13:04:51.405Z,2012-01-28,8.26257493,-4.11567893,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:57:12.659Z,2012-01-28T13:59:26.073Z,2012-01-28,8.26959484,-4.10917878,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T14:26:25.379Z,2012-02-13T14:31:51.732Z,2012-02-13,8.26222201,-4.01504234,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,protected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,yes,50_to_500
2012-02-13T16:36:31.828Z,2012-02-13T16:43:18.948Z,2012-02-13,8.30550522,-4.03429309,upper_east,gao,other,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,dam_dugout,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,more_500
2012-02-13T14:32:40.987Z,2012-02-13T14:36:06.967Z,2012-02-13,8.26180448,-4.01561145,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,borehole,no,yes,hand_pump,no,international,community,no,no,False,False,True,False,True,False,False,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-13T14:17:58.686Z,2012-02-13T14:23:07.864Z,2012-02-13,8.27038342,-4.01795894,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,under_construction,borehole,no,na_dn,n/a,n/a,international,na_dn,no,no,False,False,False,False,False,True,False,False,False,False,n/a,no,cannot_determine,no,n/a
2012-02-13T14:48:59.664Z,2012-02-13T14:53:06.494Z,2012-02-13,8.26915558,-4.01653032,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,yes,10_to_50
